prompt,response
"['1 eggplant, cut into 3/4 inch slices ', '1 1/2 tablespoons salt ', '8 tablespoons olive oil ', '8 ounces ricotta cheese ', '6 ounces shredded mozzarella cheese ', '1/2 cup grated Parmesan cheese ', '1 egg, beaten ', '1/2 cup chopped fresh basil ', '4 cups pasta sauce ', '']","Sprinkle both sides of the eggplant slices with salt. Place slices in a colander, and place a dish underneath the colander to capture liquid that will sweat out of the eggplant. Allow to sit for 30 minutes.
Preheat oven to 350 degrees F (175 degrees ). In a medium bowl, mix the ricotta, mozzarella cheese and 1/4 cup Parmesan cheese. Mix in egg and basil.
Rinse the eggplant in cold water until all salt is removed. In a large skillet, heat 4 tablespoons olive oil over medium heat. Place one layer of eggplant in the pan, brown each side. Repeat with remaining eggplant slices, using additional oil if necessary.
In a 9x13 inch baking dish, evenly spread 1 1/2 cups of spaghetti sauce. Arrange a single layer of eggplant slices on top of the sauce. Top the eggplant with 1/2 of the cheese mixture. Repeat layering process until all the eggplant and cheese mixture is used. Pour remaining sauce on top of layers, and sprinkle with remaining Parmesan cheese.
Bake 30 to 45 minutes in the preheated oven, until sauce is bubbly.
"
"['1 onion, chopped ', '1 tablespoon butter ', '1/2 pound fresh crabmeat ', '1/4 pound shrimp - peeled, deveined and coarsely chopped ', '8 ounces Colby cheese ', '6 (10 inch) flour tortillas ', '1 cup half-and-half cream ', '1/2 cup sour cream ', '1/4 cup butter, melted ', '1 1/2 teaspoons dried parsley ', '1/2 teaspoon garlic salt ', '']","Preheat oven to 350 degrees F (175 degrees ).
In a large skillet, saute onions in 1 tablespoon butter until transparent. Remove the skillet from heat and stir in crabmeat and shrimp. Shred the cheese and mix half of it into the seafood. Place a large spoonful of the mixture into each tortilla. Roll the tortillas up around the mixture and arrange the rolled tortillas in a 9x13 inch baking dish.
In a saucepan over medium-low heat, combine half-and-half, sour cream, 1/4 cup butter, parsley and garlic salt. Stir until the mixture is lukewarm and blended. Pour sauce over the enchiladas, and sprinkle with remaining cheese.
Bake in preheated oven for 30 minutes.
"
"['1 1/2 cups uncooked orzo pasta ', '2 (6 ounce) cans marinated artichoke hearts ', '1 tomato, seeded and chopped ', '1 cucumber, seeded and chopped ', '1 red onion, chopped ', '1 cup crumbled feta cheese ', '1 (2 ounce) can black olives, drained ', '1/4 cup chopped fresh parsley ', '1 tablespoon lemon juice ', '1/2 teaspoon dried oregano ', '1/2 teaspoon lemon pepper ', '']","Bring a large pot of lightly salted water to a boil. Add pasta and cook for 8 to 10 minutes or until al dente; drain. Drain artichoke hearts, reserving liquid.
In large bowl combine pasta, artichoke hearts, tomato, cucumber, onion, feta, olives, parsley, lemon juice, oregano and lemon pepper. Toss and chill for 1 hour in refrigerator.
Just before serving, drizzle reserved artichoke marinade over salad.
"
"['cooking spray ', '4 (4 ounce) skinless, boneless chicken breast halves ', '1/4 cup water ', '1 (.7 ounce) package dry Italian-style salad dressing mix ', '1 clove garlic, pressed ', '1 (8 ounce) package cream cheese, softened ', '1 (10.75 ounce) can condensed cream of chicken soup ', '1 (4.5 ounce) can chopped canned mushrooms ', '1 (8 ounce) package spaghetti ', '1 tablespoon chopped fresh parsley ', '']","Spray the crock of a slow cooker with non-stick cooking spray. Place chicken breasts in crock. Combine Italian dressing mix, and water in a small bowl. Pour over chicken; sprinkle with garlic, cover, and cook on Low 4 hours.
After 4 hours, whisk softened cream cheese and cream of chicken soup together in a bowl. Pour over chicken; stir in mushrooms. Cover and cook on Low for 1 additional hour.
Fill a large pot with lightly salted water and bring to a rolling boil over high heat. Once the water is boiling, stir in the spaghetti, and return to a boil. Cook the pasta uncovered, stirring occasionally, until the pasta has cooked through, but is still firm to the bite, about 12 minutes. Drain well in a colander set in the sink.
To serve, spoon chicken and sauce over hot cooked pasta and sprinkle with parsley.
"
"['4 skinless, boneless chicken breast halves ', 'salt and pepper to taste ', '1 tablespoon olive oil ', '1 tablespoon butter ', '1 (14 ounce) can marinated quartered artichoke hearts, drained, liquid reserved ', '1 cup sliced fresh mushrooms ', '1 cup white wine ', '1 tablespoon capers ', '']","Season chicken with salt and pepper. Heat oil and butter in a large skillet over medium heat. Brown chicken in oil and butter for 5 to 7 minutes per side; remove from skillet, and set aside.
Place artichoke hearts and mushrooms in the skillet, and saute until mushrooms are brown and tender. Return chicken to skillet, and pour in reserved artichoke liquid and wine. Reduce heat to low, and simmer for about 10 to 15 minutes, until chicken is no longer pink and juices run clear.
Stir in capers, and simmer for another 5 minutes. Remove from heat; serve immediately.
"
"['6 ears corn ', '6 tablespoons butter, softened ', 'salt and pepper to taste ', '']","Preheat an outdoor grill for high heat and lightly oil grate.
Peel back corn husks and remove silk. Place 1 tablespoon butter, salt and pepper on each piece of corn. Close husks.
Wrap each ear of corn tightly in aluminum foil. Place on the prepared grill. Cook approximately 30 minutes, turning occasionally, until corn is tender.
"
"['1 (16 ounce) package ground pork breakfast sausage ', '12 eggs ', '1 (10.75 ounce) can condensed cream of mushroom soup ', '1 1/4 cups milk ', '1 (4.5 ounce) can sliced mushrooms, drained ', '1 (32 ounce) package frozen potato rounds ', '1/2 cup shredded Cheddar cheese ', '']","Place sausage in a skillet over medium-high heat, and cook until evenly brown. Drain, and set aside.
Preheat oven to 350 degrees F (175 degrees ). Lightly grease a 9x13 inch baking dish.
In a large bowl, beat together the eggs, condensed cream of mushroom soup, and milk. Stir in the sausage and mushrooms, and pour into the prepared baking dish. Mix in the frozen potato rounds.
Bake in preheated oven for 45 to 50 minutes. Sprinkle with cheese, and bake an additional 10 minutes, or until cheese is melted.
"
"['1 pound ground beef ', '1/2 cup chopped onion ', '1 (4.5 ounce) can mushrooms, drained ', '1/2 teaspoon garlic powder ', '1/2 teaspoon mustard powder ', '1/2 cup sour cream ', '1/2 cup mayonnaise ', '1/2 cup beef broth ', '1 (8 ounce) package wide egg noodles ', '']","Break up ground meat into a large skillet, and add onion, mushrooms, garlic powder, and mustard powder. Cook and stir over medium heat until the meat is browned and onion is tender. Drain off excess fat.
In a small bowl, combine sour cream, mayonnaise, and beef broth. Stir into beef mixture, and cook over low heat for 10 to 15 minutes. Do not stir too much.
Meanwhile, cook pasta in a large pot of boiling water until done. Drain. Serve sauce over hot noodles.
"
"['1 cup rolled oats ', '1/3 cup margarine ', '1 cup boiling water ', '3/4 cup cornmeal ', '2 teaspoons white sugar ', '2 teaspoons beef bouillon granules ', '1/2 cup milk ', '1 cup shredded Cheddar cheese ', '1 egg, beaten ', '3 cups whole wheat flour ', '']","Preheat oven to 325 degrees F (165 degrees ). In a large bowl, combine rolled oats, margarine, and boiling water. Let stand 10 minutes. Grease cookie sheets.
Thoroughly stir in cornmeal, sugar, bouillon, milk, Cheddar cheese, and egg. Mix in flour, 1 cup at a time, until a stiff dough has formed.
Knead dough on a lightly floured surface, mixing in additional flour as necessary until dough is smooth and no longer sticky. Roll or pat out dough to 1/2"" thickness. Cut with cookie cutter ( prefer bone shaped), and place 1 inch apart onto the prepared cookie sheets.
Bake 35 to 45 minutes in the preheated oven, until golden brown. Cool before serving. Store in a loosely covered container.
"
"['1 (3 ounce) package cream cheese, softened ', '1 tablespoon butter, softened ', '2 cups cubed, cooked chicken meat ', '1 tablespoon minced onion ', '1/4 teaspoon salt ', '1/8 teaspoon ground black pepper ', '2 tablespoons milk ', '1 tablespoon chopped pimento peppers (optional) ', '1 (8 ounce) package refrigerated crescent rolls ', '1 tablespoon butter, melted ', '3/4 cup croutons ', '']","Preheat oven to 350 degrees F (175 degrees ).
In a medium bowl, beat cream cheese and 1 tablespoon melted butter or margarine until smooth. Add the chicken, onion, salt, pepper, milk and pimento. Mix well.
Separate crescent dough into four rectangles. Firmly press perforations to seal. Spoon 1/2 cup of the chicken mixture onto the center of each rectangle. Pull 4 corners of dough to center of chicken mixture and twist firmly. Pinch edges to seal.
Place sandwiches on an ungreased cookie sheet. Brush tops of sandwiches with 1 tablespoon of melted butter or margarine; sprinkle with crushed croutons. Bake in preheated oven for 25 to 30 minutes or until golden brown.
"
"['12 pita bread pockets ', '1/2 cup olive oil ', '1/2 teaspoon ground black pepper ', '1 teaspoon garlic salt ', '1/2 teaspoon dried basil ', '1 teaspoon dried chervil ', '']","Preheat oven to 400 degrees F (200 degrees ).
Cut each pita bread into 8 triangles. Place triangles on lined cookie sheet.
In a small bowl, combine the oil, pepper, salt, basil and chervil. Brush each triangle with oil mixture.
Bake in the preheated oven for about 7 minutes, or until lightly browned and crispy. Watch carefully, as they tend to burn easily!
"
"['1 pound ground beef ', '1 cup chopped onion ', '1 cup chopped celery ', '1 cup chopped carrots ', '2 cloves garlic, minced ', '1 (14.5 ounce) can peeled and diced tomatoes ', '1 (15 ounce) can tomato sauce ', '2 (19 ounce) cans kidney beans, drained and rinsed ', '2 cups water ', '5 teaspoons beef bouillon granules ', '1 tablespoon dried parsley ', '1/2 teaspoon dried oregano ', '1/2 teaspoon dried basil ', '2 cups chopped cabbage ', '1 (15.25 ounce) can whole kernel corn ', '1 (15 ounce) can green beans ', '1 cup macaroni ', '']","Place ground beef in a large soup pot. Cook over medium heat until evenly browned. Drain excess fat. Stir in onion, celery, carrots, garlic, chopped tomatoes, tomato sauce, beans, water and bouillon. Season with parsley, oregano and basil. Simmer for 20 minutes.
Stir in cabbage, corn, green beans and pasta. Bring to a boil, then reduce heat. Simmer until vegetables are tender and pasta is al dente. Add more water if needed.
"
"['8 large bone-in, skin-on chicken thighs ', '1/2 cup Dijon mustard ', '1/4 cup packed brown sugar ', '1/4 cup red wine vinegar ', '1 teaspoon dry mustard powder ', '1 teaspoon salt ', '1 teaspoon freshly ground black pepper ', '1/2 teaspoon ground dried chipotle pepper ', '1 pinch cayenne pepper, or to taste ', '4 cloves garlic, minced ', '1 onion, sliced into rings ', '2 teaspoons vegetable oil, or as needed ', '']","Make 2 slashes crosswise into the skin and meat of each chicken thigh with a sharp knife, cutting to the bone. Cuts should be about 1 inch apart. Transfer thighs into a heavy resealable plastic bag.
Whisk Dijon mustard, brown sugar, red wine vinegar, mustard powder, salt, black pepper, ground chipotle pepper, and cayenne pepper in a bowl until smooth. Whisk garlic into marinade.
Pour marinade into bag over chicken thighs and massage marinade into chicken, coating each thigh thoroughly and working the marinade into the cuts. Seal bag and refrigerate at least 4 hours (or overnight for best flavor).
Move a rack to the center position in oven. Preheat oven to 450 degrees F (230 degrees ). Line a baking sheet with aluminum foil and lightly oil the foil.
Scatter onion rings onto prepared baking sheet. Place chicken thighs on top of onion rings. Spray or brush thighs with vegetable oil; sprinkle thighs with additional salt and cayenne pepper if desired.
Roast chicken in preheated oven until the skin is browned, meat is tender, and the juices run clear, 35 to 45 minutes.
Transfer chicken and onions onto a serving platter. Pour pan drippings into a saucepan, bring to a boil, and continue boiling, stirring often, until drippings are reduced by half, 3 to 4 minutes. Skim excess fat from pan sauce.
Spoon reduced pan sauce over each chicken thigh and serve.
"
"['2 (8 ounce) containers plain yogurt ', '2 cucumbers - peeled, seeded and diced ', '2 tablespoons olive oil ', '1/2 lemon, juiced ', 'salt and pepper to taste ', '1 tablespoon chopped fresh dill ', '3 cloves garlic, peeled ', '']","In a food processor or blender, combine yogurt, cucumber, olive oil, lemon juice, salt, pepper, dill and garlic. Process until well-combined. Transfer to a separate dish, cover and refrigerate for at least one hour for best flavor.
"
"['2 cups white sugar ', '1/2 cup cocoa ', '1 cup milk ', '4 tablespoons butter ', '1 teaspoon vanilla extract ', '']","Grease an 8x8 inch square baking pan. Set aside.
Combine sugar, cocoa and milk in a medium saucepan. Stir to blend, then bring to a boil, stirring constantly. Reduce heat and simmer. Do not stir again.
Place candy thermometer in pan and cook until temperature reaches 238 degrees F(114 degrees ). If you are not using a thermometer, then cook until a drop of this mixture in a cup of cold water forms a soft ball. Feel the ball with your fingers to make sure it is the right consistency. It should flatten when pressed between your fingers.
Remove from heat. Add butter or margarine and vanilla extract. Beat with a wooden spoon until the fudge loses its sheen. Do not under beat.
Pour into prepared pan and let cool. Cut into about 60 squares.
"
